id,name,birthdate,deathdate
583,Artyom Bogucharskiy,1989-08-14T00:00:00.000,
584,Aryana Engineer,2001-03-06T00:00:00.000,
585,Asger Leth,,
586,Asghar Farhadi,,
587,Ash Baron-Cohen,,
588,Ash Brannon,,
589,Ash Cook,,
590,Ashanti,1980-10-13T00:00:00.000,
591,Ashish R. Mohan,,
592,Ashleigh Gryzko,,
593,Ashley Ashida Dixon,,
594,Ashley Bell,1986-05-26T00:00:00.000,
595,Ashley Gerasimovich,,
596,Ashley Hinshaw,1988-12-11T00:00:00.000,
597,Ashley Laurence,1966-05-28T00:00:00.000,
598,Ashley Martin,,
599,Ashley Palmer,1978-11-13T00:00:00.000,
600,Ashley Rickards,1992-05-04T00:00:00.000,
601,Ashley Scott,1977-07-13T00:00:00.000,
602,Ashley Tramonte,,
603,Ashley Walters,1982-06-30T00:00:00.000,
604,Ashley Williams,1978-11-12T00:00:00.000,
605,Ashraf Barhom,,
606,Asin,1985-10-26T00:00:00.000,
607,Athina Rachel Tsangari,1966-04-02T00:00:00.000,
608,Ato Essandoh,1972-07-29T00:00:00.000,
609,Atom Egoyan,1960-07-19T00:00:00.000,
610,Atsuko Maeda,1991-07-10T00:00:00.000,
611,Atticus Shaffer,1998-06-19T00:00:00.000,
612,Aubrey Poo,,
613,Audrey Fleurot,1977-07-06T00:00:00.000,
614,Audrey Wells,1960-04-29T00:00:00.000,
615,August Diehl,1976-01-04T00:00:00.000,
616,Augustus Prew,1987-09-17T00:00:00.000,
617,Aunjanue Ellis,1969-02-21T00:00:00.000,
618,Austin Lyon,,
619,Austin Nichols,1980-04-24T00:00:00.000,
620,Austin O'Brien,1981-05-11T00:00:00.000,
621,Austin Pendleton,1940-03-27T00:00:00.000,
622,Ava Acres,,
623,Ava DuVernay,1972-08-24T00:00:00.000,
624,Ava Gardner,1922-12-24T00:00:00.000,1990-01-25T00:00:00.000
625,Avery Schreiber,1935-04-09T00:00:00.000,2002-01-07T00:00:00.000
626,Avi Nesher,,
627,Ayan Mukerji,,
628,Ayelet Zurer,1969-06-28T00:00:00.000,
629,Ayesha Omar,1981-10-12T00:00:00.000,
630,Ayla Kell,1990-10-07T00:00:00.000,
631,Ayush Mahesh Khedekar,,
632,Aziz Muradillayev,,
633,Azura Skye,1981-11-08T00:00:00.000,
634,B.J. Novak,1979-07-31T00:00:00.000,
635,Babak Najafi,1975-09-14T00:00:00.000,
636,Babar Ahmed,,
637,Bahare Seddiqi,,
638,Bai Ling,,
639,Bailee Madison,1999-10-15T00:00:00.000,
640,Balinese Tari Legong Dancers,,
641,B�lint P�ntek,,
642,Baltasar Korm�kur,1966-02-27T00:00:00.000,
643,Balthazar Getty,1975-01-22T00:00:00.000,
644,Bam Margera,1979-09-28T00:00:00.000,
645,Barack Obama,1961-08-04T00:00:00.000,
646,Barbara Bach,1947-08-27T00:00:00.000,
647,Barbara Billingsley,1915-12-22T00:00:00.000,2010-10-16T00:00:00.000
648,Barbara Carrera,1945-12-31T00:00:00.000,
649,B�rbara Goenaga,1983-07-20T00:00:00.000,
650,Barbara Hershey,1948-02-05T00:00:00.000,
651,Barbara Kowalcyk,,
652,B�rbara Mori,1978-02-02T00:00:00.000,
653,Barbet Schroeder,1941-08-26T00:00:00.000,
654,Barbie Castro,,
655,Barbra Streisand,1942-04-24T00:00:00.000,
656,Bari Hyman,,
657,Barnard Hughes,1915-07-16T00:00:00.000,2006-07-11T00:00:00.000
658,Barney Clark,1973-12-13T00:00:00.000,
659,Barney Frank,1940-03-31T00:00:00.000,
660,Barret Oliver,1973-08-24T00:00:00.000,
661,Barrett Esposito,,
662,Barry Bostwick,1945-02-24T00:00:00.000,
663,Barry Cook,,
664,Barry Corbin,1940-10-16T00:00:00.000,
665,Barry Dennen,1938-02-22T00:00:00.000,
666,Barry Fitzgerald,1888-03-10T00:00:00.000,1961-01-14T00:00:00.000
667,Barry Levinson,1942-04-06T00:00:00.000,
668,Barry Lynch,1959-08-28T00:00:00.000,
669,Barry Shabaka Henley,1954-09-15T00:00:00.000,
670,Barry Skolnick,1966-10-08T00:00:00.000,
671,Barry Sonnenfeld,1953-04-01T00:00:00.000,
672,Barry W. Blaustein,,
673,Barry Watson,1974-04-23T00:00:00.000,
674,Bart Freundlich,1970-01-17T00:00:00.000,
675,Bart Shatto,1965-02-23T00:00:00.000,
676,Bart the Bear,,
677,Bashar Rahal,1974-10-20T00:00:00.000,
678,Basher Savage,,
679,Basil Rathbone,1892-06-13T00:00:00.000,1967-07-21T00:00:00.000
680,Baz Luhrmann,1962-09-17T00:00:00.000,
681,B�atrice Bonifassi,,
682,B�atrice Dalle,1964-12-19T00:00:00.000,
683,Beatrice Ntuba,,
684,Beatrice Straight,1914-08-02T00:00:00.000,2001-04-07T00:00:00.000
685,Beau Bridges,1941-12-09T00:00:00.000,
686,Beau Garrett,1982-12-28T00:00:00.000,
687,Beau Knapp,,
688,Beau Mirchoff,1989-01-13T00:00:00.000,
689,Bebe Neuwirth,1958-12-31T00:00:00.000,
690,Becky Smith,,
691,Beeban Kidron,1961-05-02T00:00:00.000,
692,Behrouz Vossoughi,,
693,Bel�n Rueda,1965-03-16T00:00:00.000,
694,Bella Heathcote,1987-05-27T00:00:00.000,
695,Bella Thorne,1997-10-08T00:00:00.000,
696,Ben Affleck,1972-08-15T00:00:00.000,
697,Ben Browder,1962-12-11T00:00:00.000,
698,Ben Chaplin,1970-07-31T00:00:00.000,
699,Ben Crompton,,
700,Ben Cross,1947-12-16T00:00:00.000,
701,Ben Daniels,1964-06-10T00:00:00.000,
702,Ben Davies,,
703,Ben Diskin,1982-08-25T00:00:00.000,
704,Ben Falcone,,
705,Ben Feldman,1980-05-27T00:00:00.000,
706,Ben Gazzara,1930-08-28T00:00:00.000,2012-02-03T00:00:00.000
707,Ben Johnson,1918-06-13T00:00:00.000,1996-04-08T00:00:00.000
708,Ben Lewin,,
709,Ben Mendelsohn,1969-04-03T00:00:00.000,
710,Ben Miles,,
711,Ben Miller,1966-02-24T00:00:00.000,
712,Ben Platt,1993-09-24T00:00:00.000,
713,Ben Schwartz,,
714,Ben Stassen,,
715,Ben Stein,1944-11-25T00:00:00.000,
716,Ben Stiller,1965-11-30T00:00:00.000,
717,Ben Vereen,1946-10-10T00:00:00.000,
718,Ben Wheatley,,
719,Ben Youcef,1979-02-19T00:00:00.000,
720,Ben Younger,1972-10-07T00:00:00.000,
721,Benedek Fliegauf,1974-08-15T00:00:00.000,
722,Benedict Cumberbatch,1976-07-19T00:00:00.000,
723,Benedict Wong,,
724,Benedikt Erlingsson,1969-05-31T00:00:00.000,
725,Benh Zeitlin,,
726,Benjamin A. Onyango,,
727,Benjamin Dickinson,,
728,Benjamin Fletcher,,
729,Benjamin J. Cain Jr.,,
730,Benjamin Roberds,,
731,Benjamin Walker,1982-06-21T00:00:00.000,
732,Bennett Miller,1966-12-30T00:00:00.000,
733,Benni Diez,,
734,Benno F�rmann,1972-01-17T00:00:00.000,
735,Benny Boom,,
736,Beno�t Magimel,1974-05-11T00:00:00.000,
737,Beno�t Poelvoorde,1964-09-22T00:00:00.000,
738,Benson Lee,,
739,B�r�nice Bejo,1976-07-07T00:00:00.000,
740,Berg�zar Korel,1982-09-02T00:00:00.000,
741,Bern Cohen,,
742,Bernadette Peters,1948-02-28T00:00:00.000,
743,Bernard Cribbins,1928-12-29T00:00:00.000,
744,Bernard Fox,1927-05-11T00:00:00.000,2016-12-14T00:00:00.000
745,Bernard Hill,1944-12-17T00:00:00.000,
746,Bernardo Bertolucci,1941-03-16T00:00:00.000,
747,Bernardo Saracino,,
748,Bernie Casey,1939-06-08T00:00:00.000,
749,Bernie Mac,1957-10-05T00:00:00.000,2008-08-09T00:00:00.000
750,Bernie Sanders,1941-09-08T00:00:00.000,
751,Bertrand Cantat,1964-03-05T00:00:00.000,
752,Bess Armstrong,1953-12-11T00:00:00.000,
753,Bessie Love,1898-09-10T00:00:00.000,1986-04-26T00:00:00.000
754,Beth Broderick,1959-02-24T00:00:00.000,
755,Beth Grant,1949-09-18T00:00:00.000,
756,Beth Riesgraf,1978-08-24T00:00:00.000,
757,Bethany Blakey,,
758,Bethany Joy Lenz,1981-04-02T00:00:00.000,
759,Beto G�mez,1969-05-12T00:00:00.000,
760,Betsy Baker,,
761,Betsy Palmer,1926-11-01T00:00:00.000,2015-05-29T00:00:00.000
762,Betsy Russell,1963-09-06T00:00:00.000,
763,Betty Hutton,1921-02-26T00:00:00.000,2007-03-11T00:00:00.000
764,Betty Thomas,1947-07-27T00:00:00.000,
765,Beverly D'Angelo,1951-11-15T00:00:00.000,
766,Beverly Randolph,,
767,Bhama,,
768,Bhavkhandan Singh Rakhra,,
769,Bhole Baba,,
770,Bhoomika Chawla,1978-08-21T00:00:00.000,
771,Bianca Brigitte VanDamme,1990-10-17T00:00:00.000,
772,Bianca Collins,1988-08-17T00:00:00.000,
773,Bianca Kajlich,1977-03-26T00:00:00.000,
774,Bibo Bergeron,,
775,Big Budah,,
776,Bigas Luna,1946-03-19T00:00:00.000,2013-04-06T00:00:00.000
777,Bill Allen,,
778,Bill Bailey,1980-11-21T00:00:00.000,
779,Bill Baird,,
780,Bill Benenson,,
781,Bill Clinton,1946-08-19T00:00:00.000,
782,Bill Cobbs,1934-06-16T00:00:00.000,
783,Bill Condon,1955-10-22T00:00:00.000,
784,Bill Duke,1943-02-26T00:00:00.000,
785,Bill Erwin,1914-12-02T00:00:00.000,2010-12-29T00:00:00.000
786,Bill Fagerbakke,1957-10-04T00:00:00.000,
787,Bill Farmer,1952-11-14T00:00:00.000,
788,Bill Hickman,1921-01-25T00:00:00.000,1986-02-24T00:00:00.000
789,Bill Hunter,1940-02-27T00:00:00.000,2011-05-21T00:00:00.000
790,Bill Irwin,1950-04-11T00:00:00.000,
791,Bill Johnson,,
792,Bill Lake,1979-03-24T00:00:00.000,
793,Bill Maher,1956-01-20T00:00:00.000,
794,Bill Martone,,
795,Bill Melendez,1916-11-15T00:00:00.000,2008-09-02T00:00:00.000
796,Bill Muir,,
797,Bill Murray,1950-09-21T00:00:00.000,
798,Bill Nunn,1953-10-20T00:00:00.000,2016-09-24T00:00:00.000
799,Bill Paterson,1945-06-03T00:00:00.000,
800,Bill Paxton,1955-05-17T00:00:00.000,2017-02-25T00:00:00.000
801,Bill Plympton,1946-04-30T00:00:00.000,
802,Bille August,1948-11-09T00:00:00.000,
803,Bille Woodruff,,
804,Billie Burke,1884-08-07T00:00:00.000,1970-05-14T00:00:00.000
805,Billie Whitelaw,1932-06-06T00:00:00.000,2014-12-21T00:00:00.000
806,Billy Aaron Brown,1981-07-28T00:00:00.000,
807,Billy Barty,1924-10-25T00:00:00.000,2000-12-23T00:00:00.000
808,Billy Blair,,
809,Billy Bob Thornton,1955-08-04T00:00:00.000,
810,Billy Boyd,1968-08-28T00:00:00.000,
811,Billy Brown,,
812,Billy Burke,1966-11-25T00:00:00.000,
813,Billy Campbell,1959-07-07T00:00:00.000,
814,Billy Crudup,1968-07-08T00:00:00.000,
815,Billy Drago,1945-11-30T00:00:00.000,
816,Billy Gardell,1969-08-20T00:00:00.000,
817,Billy Gilbert,1880-03-21T00:00:00.000,1971-01-20T00:00:00.000
818,Billy Kent,,
819,Billy Ray,,
820,Billy West,1952-04-16T00:00:00.000,
821,Billy Wilder,1906-06-22T00:00:00.000,2002-03-27T00:00:00.000
822,Bin Won,1977-11-10T00:00:00.000,
823,Bingbing Fan,1981-09-16T00:00:00.000,
824,Bingbing Li,1973-02-27T00:00:00.000,
825,Bipasha Basu,1979-01-07T00:00:00.000,
826,Birgitte Hjort S�rensen,1982-01-16T00:00:00.000,
827,Birol �nel,1961-08-18T00:00:00.000,
828,Bj�rk,,
829,Bj�rn Hlynur Haraldsson,,
830,Bj�rn Sundquist,1948-06-16T00:00:00.000,
831,Black Thomas,1969-08-28T00:00:00.000,
832,Blaine Anderson,,
833,Blair Brown,1946-04-23T00:00:00.000,
834,Blair Erickson,,
835,Blair Hayes,,
836,Blair Underwood,1964-08-25T00:00:00.000,
837,Blake Edwards,1922-07-26T00:00:00.000,2010-12-15T00:00:00.000
838,Blake Lindsley,1973-12-19T00:00:00.000,
839,Blake Ritson,1978-01-14T00:00:00.000,
840,Blanchard Ryan,1967-01-12T00:00:00.000,
841,Blaz Zavrsnik,1984-07-17T00:00:00.000,
842,Blythe Auffarth,,
843,Blythe Danner,1943-02-03T00:00:00.000,
844,Bo Huang,1974-08-26T00:00:00.000,
845,Bo Welch,1951-11-30T00:00:00.000,
846,Bo Zenga,,
847,Boaz Yakin,,
848,Bob Balaban,1945-08-16T00:00:00.000,
849,Bob Clark,1939-08-05T00:00:00.000,2007-04-04T00:00:00.000
850,Bob Clendenin,1964-04-14T00:00:00.000,
851,Bob Costas,1952-03-22T00:00:00.000,
852,Bob Dole,1923-07-22T00:00:00.000,
853,Bob Dolman,,
854,Bob Dylan,1941-05-24T00:00:00.000,
855,Bob Eubanks,1938-01-08T00:00:00.000,
856,Bob Fosse,1927-06-23T00:00:00.000,1987-09-23T00:00:00.000
857,Bob Giraldi,1939-01-17T00:00:00.000,
858,Bob Gosse,1963-01-09T00:00:00.000,
859,Bob Gunton,1945-11-15T00:00:00.000,
860,Bob Hoskins,1942-10-26T00:00:00.000,2014-04-29T00:00:00.000
861,Bob Marley,1945-02-06T00:00:00.000,1981-05-11T00:00:00.000
862,Bob Neill,,
863,Bob Newhart,1929-09-05T00:00:00.000,
864,Bob Odenkirk,1962-10-22T00:00:00.000,
865,Bob Peck,1945-08-23T00:00:00.000,1999-04-04T00:00:00.000
866,Bob Proctor,,
867,Bob Rafelson,1933-02-21T00:00:00.000,
868,Bob Ross,1908-06-26T00:00:00.000,
869,Bob Saget,1956-05-17T00:00:00.000,
870,Bob Spiers,1945-09-27T00:00:00.000,2008-12-08T00:00:00.000
871,Bobb'e J. Thompson,1996-02-28T00:00:00.000,
872,Bobbie Phillips,1968-01-29T00:00:00.000,
873,Bobby Batson,,
874,Bobby Block,1928-12-10T00:00:00.000,1972-05-13T00:00:00.000
875,Bobby Brown,,
876,Bobby Coleman,1997-05-05T00:00:00.000,
877,Bobby Deol,,
878,Bobby Farrelly,1958-06-17T00:00:00.000,
879,Bobby Kendall,,
880,Bobby Lee,1972-09-17T00:00:00.000,
881,Bobby Moynihan,1977-01-31T00:00:00.000,
882,Bobby Roth,,
883,Bobcat Goldthwait,1962-05-26T00:00:00.000,
884,Bojana Novakovic,1981-11-17T00:00:00.000,
885,Bokeem Woodbine,1973-04-13T00:00:00.000,
886,Bolaji Badejo,1953-08-23T00:00:00.000,1992-12-22T00:00:00.000
887,Bolo Yeung,1946-02-27T00:00:00.000,
888,Boman Irani,1959-12-02T00:00:00.000,
889,Bonnie Henna,,
890,Bonnie Hunt,1961-09-22T00:00:00.000,
891,Bonnie Lee Bouman,,
892,Bonnie Somerville,1974-02-24T00:00:00.000,
893,Bono,1960-05-10T00:00:00.000,
894,Bonz Malone,,
895,Boris Kodjoe,1973-03-08T00:00:00.000,
896,Boris Rodriguez,,
897,Boyd Banks,1964-04-16T00:00:00.000,
898,Boyd Holbrook,1981-09-01T00:00:00.000,
899,Boys II Men,1972-09-26T00:00:00.000,
900,Brad Anderson,,
901,Brad Bird,1957-09-24T00:00:00.000,
902,Brad Copeland,,
903,Brad Furman,,
904,Brad Garrett,1960-04-14T00:00:00.000,
905,Brad J. Silverman,,
906,Brad James,,
907,Brad Lee Wind,1968-04-10T00:00:00.000,
908,Brad Leland,1954-09-15T00:00:00.000,
909,Brad Peyton,,
910,Brad Pitt,1963-12-18T00:00:00.000,
911,Brad Renfro,1982-07-25T00:00:00.000,2008-01-15T00:00:00.000
912,Brad Schmidt,1979-05-31T00:00:00.000,
913,Brad Silberling,1963-09-08T00:00:00.000,
914,Brad William Henke,1966-04-10T00:00:00.000,
915,Bradley Cooper,1975-01-05T00:00:00.000,
916,Bradley Parker,,
917,Bradley Pierce,1982-10-23T00:00:00.000,
918,Bradley Rust Gray,,
919,Bradley Whitford,1959-10-10T00:00:00.000,
920,Brady Corbet,1988-08-17T00:00:00.000,
921,Braeden Lemasters,1996-01-27T00:00:00.000,
922,Brahim Achabbakhe,1984-05-17T00:00:00.000,
923,Brahmanandam,1956-02-01T00:00:00.000,
924,Brandon Camp,,
925,Brandon Cronenberg,,
926,Brandon Landers,,
927,Brandon Middleton,,
928,Brandon Molale,1971-11-24T00:00:00.000,
929,Brandon Smith,1989-05-29T00:00:00.000,
930,Brandon T. Jackson,1984-03-07T00:00:00.000,
931,Brandon Trost,1981-08-29T00:00:00.000,
932,Brandy Norwood,1979-02-11T00:00:00.000,
933,Branko Djuric,1962-05-28T00:00:00.000,
934,Breck Eisner,1970-12-24T00:00:00.000,
935,Bree Turner,1977-03-10T00:00:00.000,
936,Bree Williamson,1979-12-28T00:00:00.000,
937,Brenda Bakke,1963-05-15T00:00:00.000,
938,Brenda Blethyn,1946-02-20T00:00:00.000,
939,Brenda Chapman,1962-11-01T00:00:00.000,
940,Brenda Fricker,1945-02-17T00:00:00.000,
941,Brenda Song,1988-03-27T00:00:00.000,
942,Brenda Strong,1960-03-25T00:00:00.000,
943,Brenda Vaccaro,1939-11-18T00:00:00.000,
944,Brendan Coyle,1963-12-02T00:00:00.000,
945,Brendan Doogie Milewski,,
946,Brendan Fehr,1977-10-29T00:00:00.000,
947,Brendan Fraser,1968-12-03T00:00:00.000,
948,Brendan Mackey,,
949,Brendan Malloy,,
950,Brendan Sexton III,1980-02-21T00:00:00.000,
951,Brendon Eggertsen,,
952,Brent Anderson,,
953,Brent David Fraser,1967-02-21T00:00:00.000,
954,Brent Neale,1963-04-17T00:00:00.000,
955,Brent Sexton,1967-08-12T00:00:00.000,
956,Brenton Spencer,,
957,Brett Cullen,1956-08-26T00:00:00.000,
958,Brett Leonard,1959-05-14T00:00:00.000,
959,Brett Piper,,
960,Brett Ratner,1969-03-28T00:00:00.000,
961,Brett Wagner,,
962,Brian A Miller,,
963,Brian Anthony Wilson,1960-02-22T00:00:00.000,
964,Brian Austin Green,1973-07-15T00:00:00.000,
965,Brian Baugh,,
966,Brian Blessed,1936-10-09T00:00:00.000,
967,Brian Bosworth,1965-03-09T00:00:00.000,
968,Brian Caunter,,
969,Brian d'Arcy James,1968-06-29T00:00:00.000,
970,Brian Dannelly,,
971,Brian De Palma,1940-09-11T00:00:00.000,
972,Brian Dennehy,1938-07-09T00:00:00.000,
973,Brian Dietzen,1977-11-14T00:00:00.000,
974,Brian Dorton,,
975,Brian Doyle-Murray,1945-10-31T00:00:00.000,
976,Brian Eno,1948-05-15T00:00:00.000,
977,Br�an F. O'Byrne,1967-05-16T00:00:00.000,
978,Brian Geraghty,1975-05-13T00:00:00.000,
979,Brian Gibson,1944-09-22T00:00:00.000,2004-01-04T00:00:00.000
980,Brian Helgeland,1961-01-17T00:00:00.000,
981,Brian Henson,1963-11-03T00:00:00.000,
982,Brian Herzlinger,1976-02-19T00:00:00.000,
983,Brian Howe,,
984,Brian Johnson,,
985,Brian Keith,1921-11-14T00:00:00.000,1997-06-24T00:00:00.000
986,Brian Klugman,1975-09-14T00:00:00.000,
987,Brian Koppelman,,
988,Brian Lee Franklin,,
989,Brian Levant,1952-08-06T00:00:00.000,
990,Brian McNamara,1960-11-21T00:00:00.000,
991,Brian O'Halloran,1969-12-20T00:00:00.000,
992,Brian Percival,,
993,Brian Robbins,1963-11-22T00:00:00.000,
994,Brian Steele,,
995,Brian Stepanek,1971-02-06T00:00:00.000,
996,Brian Thompson,1959-08-28T00:00:00.000,
997,Brian Trenchard-Smith,,
998,Brian Van Holt,1969-07-06T00:00:00.000,
999,Brian Whitaker,,
1000,Brian Yuzna,,
1001,Brianna Brown,1979-10-02T00:00:00.000,
1002,Brianne Brozey,1963-08-25T00:00:00.000,
1003,Bridget Fonda,1964-01-27T00:00:00.000,
1004,Bridgette Wilson-Sampras,1973-09-25T00:00:00.000,
1005,Bridgit Mendler,1992-12-18T00:00:00.000,
1006,Brighton Sharbino,,
1007,Brigitte Bardot,1934-09-28T00:00:00.000,
1008,Brigitte Helm,1906-03-17T00:00:00.000,1996-06-11T00:00:00.000
1009,Brigitte Nielsen,1963-07-15T00:00:00.000,
1010,Brion James,1975-02-04T00:00:00.000,
1011,Brit Morgan,1987-09-24T00:00:00.000,
1012,Britney Spears,1981-12-02T00:00:00.000,
1013,Britt Allcroft,1943-12-14T00:00:00.000,
1014,Britt Ekland,1942-10-06T00:00:00.000,
1015,Brittany Curran,1990-06-02T00:00:00.000,
1016,Brittany Daniel,1976-03-17T00:00:00.000,
1017,Brittney Powell,1972-03-04T00:00:00.000,
1018,Brock Baker,,
1019,Brock Peters,1927-07-02T00:00:00.000,2005-08-23T00:00:00.000
1020,Bronagh Gallagher,,
1021,Bronwen Hughes,,
1022,Brooke Bundy,1944-08-08T00:00:00.000,
1023,Brooke Newton,1986-06-05T00:00:00.000,
1024,Brooke Shields,1965-05-31T00:00:00.000,
1025,Brooke Smith,1967-05-22T00:00:00.000,
1026,Brooklynn Proulx,1999-04-27T00:00:00.000,
1027,Bruce Alexander,,
1028,Bruce Altman,1955-07-03T00:00:00.000,
1029,Bruce Beresford,1940-08-16T00:00:00.000,
1030,Bruce Boxleitner,1950-05-12T00:00:00.000,
1031,Bruce Campbell,1958-06-22T00:00:00.000,
1032,Bruce Davison,1946-06-28T00:00:00.000,
1033,Bruce Dellis,,
1034,Bruce Dern,1936-06-04T00:00:00.000,
1035,Bruce Gooch,,
1036,Bruce Goodchild,,
1037,Bruce Green,,
1038,Bruce Greenwood,1956-08-12T00:00:00.000,
1039,Bruce Hopkins,1955-11-25T00:00:00.000,
1040,Bruce Hunt,,
1041,Bruce Kerr,,
1042,Bruce Macdonald,1959-05-28T00:00:00.000,
1043,Bruce Malmuth,1934-02-04T00:00:00.000,2005-06-29T00:00:00.000
1044,Bruce McCulloch,1961-05-12T00:00:00.000,
1045,Bruce McDonald,1959-05-28T00:00:00.000,
1046,Bruce McGill,1950-07-11T00:00:00.000,
1047,Bruce Newbold,,
1048,Bruce Paltrow,1943-11-26T00:00:00.000,2002-10-03T00:00:00.000
1049,Bruce Payne,1958-11-22T00:00:00.000,
1050,Bruce Spence,1945-09-17T00:00:00.000,
1051,Bruce Thomas,,
1052,Bruce Vilanch,1948-11-23T00:00:00.000,
1053,Bruce Willis,1955-03-19T00:00:00.000,
1054,Bruno Barreto,1955-03-16T00:00:00.000,
1055,Bruno Campos,1973-12-03T00:00:00.000,
1056,Bruno Ganz,1941-03-22T00:00:00.000,
1057,Bruno Kirby,1949-04-28T00:00:00.000,2006-08-14T00:00:00.000
1058,Bryan Barber,,
1059,Bryan Brown,1947-06-23T00:00:00.000,
1060,Bryan Callen,1967-01-26T00:00:00.000,
1061,Bryan Dick,1952-08-23T00:00:00.000,
1062,Bryan Singer,1965-09-17T00:00:00.000,
1063,Bryce Dallas Howard,1981-03-02T00:00:00.000,
1064,Bubba Smith,,
1065,Bud Cort,1948-03-29T00:00:00.000,
1066,Bunta Sugawara,1933-08-16T00:00:00.000,2014-11-28T00:00:00.000
1067,Burgess Meredith,1907-11-16T00:00:00.000,1997-09-09T00:00:00.000
1068,Burghart Klau�ner,1949-09-13T00:00:00.000,
1069,Burl Ives,1909-06-14T00:00:00.000,1995-04-14T00:00:00.000
1070,Burr Steers,1965-10-08T00:00:00.000,
1071,Burt Kwouk,1930-07-18T00:00:00.000,2016-05-24T00:00:00.000
1072,Burt Ward,1945-07-06T00:00:00.000,
1073,Burt Young,1940-04-30T00:00:00.000,
1074,Buster Keaton,1895-10-04T00:00:00.000,1966-02-01T00:00:00.000
1075,Busy Philipps,1979-06-25T00:00:00.000,
1076,Buzz Aldrin,1930-01-20T00:00:00.000,
1077,Byron Howard,1968-12-26T00:00:00.000,
1078,Byron Mann,,
1079,C. Fraser Press,,
1080,C. Jay Cox,,
1081,Cabrina Collesides,,
1082,Caitlin FitzGerald,,
1083,Caitlin Stasey,1990-05-01T00:00:00.000,
1084,Caitlyn Jenner,1949-10-28T00:00:00.000,
1085,Caity Lotz,1986-12-30T00:00:00.000,
1086,Cal Brunker,,
1087,Caleb Landry Jones,1989-12-07T00:00:00.000,
1088,Callie Khouri,1957-11-27T00:00:00.000,
1089,Callie Thorne,1969-11-20T00:00:00.000,
1090,Callum Blue,1977-08-19T00:00:00.000,
1091,Callum Rennie,1960-09-14T00:00:00.000,
1092,Calvin Lockhart,1934-10-18T00:00:00.000,2007-03-29T00:00:00.000
1093,Cam Clarke,1957-11-06T00:00:00.000,
1094,Cameron Boyce,1999-05-28T00:00:00.000,
1095,Cameron Bright,1993-01-26T00:00:00.000,
1096,Cameron Crowe,1957-07-13T00:00:00.000,
1097,Cameron Mills,,
1098,Cameron Monaghan,1993-08-16T00:00:00.000,
1099,Cameron Rhodes,1967-08-01T00:00:00.000,
1100,Camille Delamarre,1979-10-03T00:00:00.000,
1101,Campbell Scott,1961-07-19T00:00:00.000,
1102,Camren Bicondova,1999-05-22T00:00:00.000,
1103,Camryn Manheim,1961-03-08T00:00:00.000,
1104,Candace Kroslak,1978-07-22T00:00:00.000,
1105,Candice Bergen,1946-05-09T00:00:00.000,
1106,Cara Delevingne,1992-08-12T00:00:00.000,
1107,Cara Horgan,,
1108,Cara Seymour,,
1109,Carel Struycken,1948-07-30T00:00:00.000,
1110,Cariba Heine,1988-10-01T00:00:00.000,
1111,Carl Franklin,1949-04-11T00:00:00.000,
1112,Carl Gilliard,1958-04-18T00:00:00.000,
1113,Carl Rinsch,,
1114,Carl Theodor Dreyer,1889-02-03T00:00:00.000,1968-03-20T00:00:00.000
1115,Carl Weathers,1948-01-14T00:00:00.000,
1116,Carla Gallo,1975-06-24T00:00:00.000,
1117,Carlease Burke,,
1118,Carlo Cecchi,1939-01-25T00:00:00.000,
1119,Carlos Alazraqui,1962-07-20T00:00:00.000,
1120,Carlos Bardem,1963-03-07T00:00:00.000,
1121,Carlos Carrera,1962-08-18T00:00:00.000,
1122,Carlos Gallardo,,
1123,Carlos Lasarte,1941-09-14T00:00:00.000,
1124,Carlos Ponce,1972-09-04T00:00:00.000,
1125,Carlos Saldanha,1965-01-24T00:00:00.000,
1126,Carlos Saura,1932-01-04T00:00:00.000,
1127,Carly Schroeder,1990-10-18T00:00:00.000,
1128,Carmen Argenziano,1943-10-27T00:00:00.000,
1129,Carmen Ejogo,1973-10-22T00:00:00.000,
1130,Carmen Electra,1972-04-20T00:00:00.000,
1131,Carmen Marron,,
1132,Carmen Maura,1945-09-15T00:00:00.000,
1133,Carmen Perez,,
1134,Carmine Giovinazzo,1973-08-24T00:00:00.000,
1135,Carol Ann Susi,1952-02-02T00:00:00.000,2014-11-11T00:00:00.000
1136,Carol Block,,
1137,Carol Channing,1921-01-31T00:00:00.000,
1138,Carol Kane,1952-06-18T00:00:00.000,
1139,Carol Reed,1906-12-30T00:00:00.000,1976-04-25T00:00:00.000
1140,Carol Sutton,,
1141,Carole Bouquet,1957-08-18T00:00:00.000,
1142,Caroline Dhavernas,1978-05-15T00:00:00.000,
1143,Caroline Goodall,1959-11-13T00:00:00.000,
1144,Caroline Link,1964-06-02T00:00:00.000,
1145,Caroline Munro,1949-01-16T00:00:00.000,
1146,Caroll Spinney,1933-12-26T00:00:00.000,
1147,Carolyn Hennesy,1962-06-10T00:00:00.000,
1148,Carrie Bradstreet,,
1149,Carrie Henn,1976-05-07T00:00:00.000,
1150,Carrie Preston,1967-06-21T00:00:00.000,
1151,Carroll Baker,1931-05-28T00:00:00.000,
1152,Carroll Ballard,1937-10-14T00:00:00.000,
1153,Carroll O'Connor,1924-08-02T00:00:00.000,2001-06-21T00:00:00.000
1154,Carter Jenkins,1991-09-04T00:00:00.000,
